InitialBalance,BaseBetAmount,MaxRounds,TargetBalance,Balance,Profit,TotalProfit,TotalLoss,RoundsPlayed,MaxWinStreak,MaxLoseStreak,TargetReached,OutOfMoney,ChangeColorAfterWin
512.0,2.0,500,1012.0,1002.0,490.0,2354.0,1864.0,502,9,7,false,false,false
512.0,2.0,500,1012.0,304.0,-208.0,2334.0,2542.0,504,8,8,false,false,false
512.0,2.0,500,1012.0,982.0,470.0,2384.0,1914.0,501,8,7,false,false,false
512.0,2.0,500,1012.0,978.0,466.0,2228.0,1762.0,501,6,7,false,false,false
512.0,2.0,500,1012.0,0.0,-512.0,888.0,1400.0,211,7,8,false,true,false
512.0,2.0,500,1012.0,0.0,-512.0,40.0,552.0,24,3,9,false,true,false
512.0,2.0,500,1012.0,0.0,-512.0,1054.0,1566.0,129,5,9,false,true,false
512.0,2.0,500,1012.0,994.0,482.0,2398.0,1916.0,502,7,7,false,false,false
512.0,2.0,500,1012.0,0.0,-512.0,1340.0,1852.0,281,7,9,false,true,false
512.0,2.0,500,1012.0,0.0,-512.0,1456.0,1968.0,278,6,9,false,true,false
512.0,2.0,500,1012.0,968.0,456.0,2546.0,2090.0,502,8,7,false,false,false
512.0,2.0,500,1012.0,1012.0,500.0,1932.0,1432.0,477,7,7,true,false,false
512.0,2.0,500,1012.0,0.0,-512.0,1872.0,2384.0,398,6,9,false,true,false
512.0,2.0,500,1012.0,0.0,-512.0,1570.0,2082.0,442,12,9,false,true,false
512.0,2.0,500,1012.0,0.0,-512.0,562.0,1074.0,186,6,9,false,true,false
512.0,2.0,500,1012.0,0.0,-512.0,2084.0,2596.0,453,6,9,false,true,false
512.0,2.0,500,1012.0,772.0,260.0,2340.0,2080.0,502,9,8,false,false,false
512.0,2.0,500,1012.0,0.0,-512.0,384.0,896.0,79,5,9,false,true,false
512.0,2.0,500,1012.0,734.0,222.0,2908.0,2686.0,501,7,8,false,false,false
512.0,2.0,500,1012.0,788.0,276.0,2846.0,2570.0,504,10,8,false,false,false
512.0,2.0,500,1012.0,992.0,480.0,2968.0,2488.0,508,7,8,false,false,false
512.0,2.0,500,1012.0,840.0,328.0,2860.0,2532.0,502,6,8,false,false,false
512.0,2.0,500,1012.0,1012.0,500.0,1992.0,1492.0,491,8,7,true,false,false
512.0,2.0,500,1012.0,0.0,-512.0,1334.0,1846.0,330,7,8,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,750.0,500.0,100,5,5,true,false,true
1280.0,5.0,100,1530.0,1500.0,220.0,1580.0,1360.0,102,4,6,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,820.0,570.0,101,5,5,true,false,true
1280.0,5.0,100,1530.0,1520.0,240.0,1215.0,975.0,103,4,6,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,810.0,560.0,90,5,6,true,false,true
1280.0,5.0,100,1530.0,1500.0,220.0,945.0,725.0,101,4,5,false,false,true
1280.0,5.0,100,1530.0,355.0,-925.0,1145.0,2070.0,102,3,8,false,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,1040.0,2320.0,62,5,9,false,true,true
1280.0,5.0,100,1530.0,0.0,-1280.0,245.0,1525.0,39,6,9,false,true,true
1280.0,5.0,100,1530.0,1515.0,235.0,930.0,695.0,101,3,5,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1625.0,1375.0,102,5,7,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1335.0,1085.0,103,6,7,true,false,true
1280.0,5.0,100,1530.0,1495.0,215.0,1635.0,1420.0,101,4,7,false,false,true
1280.0,5.0,100,1530.0,1480.0,200.0,1410.0,1210.0,102,3,6,false,false,true
1280.0,5.0,100,1530.0,1500.0,220.0,1585.0,1365.0,102,6,7,false,false,true
1280.0,5.0,100,1530.0,1500.0,220.0,1170.0,950.0,101,6,6,false,false,true
1280.0,5.0,100,1530.0,1520.0,240.0,1875.0,1635.0,102,5,7,false,false,true
1280.0,5.0,100,1530.0,1520.0,240.0,1040.0,800.0,101,7,5,false,false,true
1280.0,5.0,100,1530.0,1515.0,235.0,1000.0,765.0,102,5,5,false,false,true
1280.0,5.0,100,1530.0,1510.0,230.0,1195.0,965.0,104,8,6,false,false,true
1280.0,5.0,100,1530.0,1510.0,230.0,1210.0,980.0,102,4,6,false,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,670.0,1950.0,103,5,9,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,885.0,635.0,96,7,6,true,false,true
1280.0,5.0,100,1530.0,1525.0,245.0,1675.0,1430.0,103,4,7,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,705.0,455.0,91,9,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,615.0,365.0,91,4,4,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,880.0,630.0,95,9,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,630.0,380.0,94,4,4,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1030.0,780.0,102,9,6,true,false,true
1280.0,5.0,100,1530.0,1525.0,245.0,1390.0,1145.0,102,5,7,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,765.0,515.0,94,5,4,true,false,true
1280.0,5.0,100,1530.0,1495.0,215.0,2245.0,2030.0,101,4,7,false,false,true
1280.0,5.0,100,1530.0,445.0,-835.0,1170.0,2005.0,104,4,8,false,false,true
1280.0,5.0,100,1530.0,410.0,-870.0,1785.0,2655.0,102,4,8,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,755.0,505.0,96,6,4,true,false,true
1280.0,5.0,100,1530.0,1515.0,235.0,1325.0,1090.0,107,4,6,false,false,true
1280.0,5.0,100,1530.0,1510.0,230.0,860.0,630.0,101,6,5,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1600.0,1350.0,95,6,7,true,false,true
1280.0,5.0,100,1530.0,1515.0,235.0,2080.0,1845.0,102,7,7,false,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,5.0,1285.0,9,1,9,false,true,true
1280.0,5.0,100,1530.0,0.0,-1280.0,410.0,1690.0,58,7,9,false,true,true
1280.0,5.0,100,1530.0,1515.0,235.0,1500.0,1265.0,101,5,7,false,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,1135.0,2415.0,91,7,9,false,true,true
1280.0,5.0,100,1530.0,0.0,-1280.0,240.0,1520.0,41,9,9,false,true,true
1280.0,5.0,100,1530.0,1515.0,235.0,1915.0,1680.0,101,6,7,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,700.0,450.0,99,6,4,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,915.0,2195.0,97,6,9,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,1220.0,970.0,100,5,6,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,865.0,615.0,86,7,6,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1655.0,1405.0,100,6,7,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,85.0,1365.0,28,4,8,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,995.0,745.0,93,7,6,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,130.0,1410.0,31,4,9,false,true,true
1280.0,5.0,100,1530.0,1525.0,245.0,1105.0,860.0,102,4,6,false,false,true
1280.0,5.0,100,1530.0,1495.0,215.0,1490.0,1275.0,102,8,6,false,false,true
1280.0,5.0,100,1530.0,1515.0,235.0,1010.0,775.0,102,6,5,false,false,true
1280.0,5.0,100,1530.0,1485.0,205.0,2525.0,2320.0,102,5,7,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,610.0,360.0,87,7,4,true,false,true
1280.0,5.0,100,1530.0,1505.0,225.0,1290.0,1065.0,101,4,6,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,555.0,305.0,89,6,4,true,false,true
1280.0,5.0,100,1530.0,1520.0,240.0,1130.0,890.0,102,4,6,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1005.0,755.0,101,9,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1305.0,1055.0,101,5,7,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,650.0,400.0,83,8,5,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,60.0,1340.0,22,4,8,false,true,true
1280.0,5.0,100,1530.0,0.0,-1280.0,20.0,1300.0,13,1,8,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,570.0,320.0,90,5,3,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1460.0,1210.0,101,7,6,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1620.0,1370.0,98,8,7,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1205.0,955.0,100,5,6,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,750.0,500.0,101,4,4,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1410.0,1160.0,101,5,7,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,45.0,1325.0,17,1,9,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,680.0,430.0,92,4,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1200.0,950.0,95,9,7,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,960.0,710.0,98,5,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1645.0,1395.0,100,12,7,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,120.0,1400.0,32,6,8,false,true,true
1280.0,5.0,100,1530.0,1510.0,230.0,1080.0,850.0,101,5,6,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,870.0,620.0,92,6,6,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,720.0,470.0,96,5,4,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,630.0,380.0,94,4,4,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,740.0,490.0,97,4,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,815.0,565.0,100,5,5,true,false,true
1280.0,5.0,100,1530.0,280.0,-1000.0,1050.0,2050.0,102,5,8,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,1335.0,1085.0,103,5,7,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,920.0,2200.0,104,6,8,false,true,true
1280.0,5.0,100,1530.0,480.0,-800.0,1175.0,1975.0,101,5,8,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,435.0,185.0,80,5,3,true,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,1080.0,2360.0,85,6,9,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,1290.0,1040.0,99,8,7,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,820.0,570.0,95,6,5,true,false,true
1280.0,5.0,100,1530.0,1515.0,235.0,965.0,730.0,101,8,5,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,645.0,395.0,92,7,4,true,false,true
1280.0,5.0,100,1530.0,1520.0,240.0,1535.0,1295.0,101,5,7,false,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,770.0,520.0,97,6,5,true,false,true
1280.0,5.0,100,1530.0,365.0,-915.0,815.0,1730.0,101,5,8,false,false,true
1280.0,5.0,100,1530.0,345.0,-935.0,1245.0,2180.0,104,4,8,false,false,true
1280.0,5.0,100,1530.0,0.0,-1280.0,795.0,2075.0,85,3,8,false,true,true
1280.0,5.0,100,1530.0,1530.0,250.0,705.0,455.0,92,4,5,true,false,true
1280.0,5.0,100,1530.0,1530.0,250.0,540.0,290.0,85,8,4,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,795.0,545.0,98,4,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,695.0,445.0,95,4,4,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,830.0,580.0,91,7,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,550.0,300.0,82,12,4,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,260.0,1540.0,50,4,9,false,true,false
1280.0,5.0,100,1530.0,1505.0,225.0,1705.0,1480.0,101,4,7,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,940.0,690.0,96,6,6,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1090.0,840.0,102,5,6,true,false,false
1280.0,5.0,100,1530.0,270.0,-1010.0,730.0,1740.0,103,8,8,false,false,false
1280.0,5.0,100,1530.0,1525.0,245.0,870.0,625.0,101,4,5,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,720.0,470.0,94,11,4,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,175.0,1455.0,29,6,8,false,true,false
1280.0,5.0,100,1530.0,1520.0,240.0,1160.0,920.0,101,6,6,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1175.0,925.0,95,5,7,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1135.0,885.0,96,6,6,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,555.0,1835.0,35,3,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,695.0,445.0,95,6,4,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,780.0,530.0,96,6,5,true,false,false
1280.0,5.0,100,1530.0,1525.0,245.0,1030.0,785.0,102,4,6,false,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,570.0,1850.0,69,3,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,830.0,580.0,87,11,6,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,355.0,1635.0,46,3,9,false,true,false
1280.0,5.0,100,1530.0,305.0,-975.0,935.0,1910.0,103,5,8,false,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,120.0,1400.0,27,4,9,false,true,false
1280.0,5.0,100,1530.0,0.0,-1280.0,370.0,1650.0,67,5,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,490.0,240.0,76,13,4,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,1045.0,2325.0,102,4,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,680.0,430.0,85,6,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,570.0,320.0,89,6,4,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,750.0,500.0,101,5,4,true,false,false
1280.0,5.0,100,1530.0,1520.0,240.0,1175.0,935.0,103,5,6,false,false,false
1280.0,5.0,100,1530.0,1505.0,225.0,1435.0,1210.0,102,5,6,false,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,770.0,2050.0,80,4,8,false,true,false
1280.0,5.0,100,1530.0,1510.0,230.0,1700.0,1470.0,102,5,7,false,false,false
1280.0,5.0,100,1530.0,1520.0,240.0,815.0,575.0,101,4,4,false,false,false
1280.0,5.0,100,1530.0,1525.0,245.0,810.0,565.0,104,7,4,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,920.0,670.0,98,5,6,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,775.0,525.0,101,5,5,true,false,false
1280.0,5.0,100,1530.0,1520.0,240.0,850.0,610.0,101,5,5,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,870.0,620.0,96,6,5,true,false,false
1280.0,5.0,100,1530.0,1515.0,235.0,1385.0,1150.0,101,4,7,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1085.0,835.0,99,5,6,true,false,false
1280.0,5.0,100,1530.0,440.0,-840.0,990.0,1830.0,103,9,8,false,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,945.0,2225.0,106,4,9,false,true,false
1280.0,5.0,100,1530.0,0.0,-1280.0,20.0,1300.0,11,1,9,false,true,false
1280.0,5.0,100,1530.0,1525.0,245.0,1480.0,1235.0,101,7,7,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,840.0,590.0,95,6,6,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1760.0,1510.0,101,6,7,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,965.0,715.0,102,5,6,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,955.0,705.0,99,6,6,true,false,false
1280.0,5.0,100,1530.0,1485.0,205.0,1525.0,1320.0,101,4,7,false,false,false
1280.0,5.0,100,1530.0,1495.0,215.0,1135.0,920.0,102,5,6,false,false,false
1280.0,5.0,100,1530.0,1525.0,245.0,1635.0,1390.0,102,6,7,false,false,false
1280.0,5.0,100,1530.0,1480.0,200.0,1810.0,1610.0,102,4,7,false,false,false
1280.0,5.0,100,1530.0,1495.0,215.0,1185.0,970.0,101,6,5,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,825.0,575.0,97,4,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,810.0,560.0,96,5,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,795.0,545.0,97,5,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1345.0,1095.0,101,4,7,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,1040.0,2320.0,96,5,9,false,true,false
1280.0,5.0,100,1530.0,1495.0,215.0,1970.0,1755.0,101,5,7,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1325.0,1075.0,101,6,7,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,190.0,1470.0,43,6,8,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,770.0,520.0,94,8,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,740.0,490.0,90,6,5,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,700.0,450.0,94,4,4,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,590.0,340.0,92,5,3,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1210.0,960.0,97,4,6,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,620.0,1900.0,82,4,9,false,true,false
1280.0,5.0,100,1530.0,350.0,-930.0,730.0,1660.0,101,4,8,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1790.0,1540.0,100,8,7,true,false,false
1280.0,5.0,100,1530.0,1520.0,240.0,1120.0,880.0,103,5,6,false,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,50.0,1330.0,16,1,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,1300.0,1050.0,94,5,7,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1095.0,845.0,102,4,6,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,965.0,2245.0,106,4,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,1680.0,1430.0,104,5,7,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1235.0,985.0,99,8,5,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,10.0,1290.0,10,1,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,1210.0,960.0,102,6,6,true,false,false
1280.0,5.0,100,1530.0,1485.0,205.0,1265.0,1060.0,102,4,6,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1335.0,1085.0,97,7,7,true,false,false
1280.0,5.0,100,1530.0,1495.0,215.0,1190.0,975.0,101,6,6,false,false,false
1280.0,5.0,100,1530.0,1515.0,235.0,1105.0,870.0,101,4,6,false,false,false
1280.0,5.0,100,1530.0,1515.0,235.0,930.0,695.0,102,6,5,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,645.0,395.0,84,7,4,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,135.0,1415.0,24,3,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,660.0,410.0,89,6,5,true,false,false
1280.0,5.0,100,1530.0,1515.0,235.0,1175.0,940.0,104,5,6,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,820.0,570.0,93,6,5,true,false,false
1280.0,5.0,100,1530.0,0.0,-1280.0,1875.0,3155.0,72,5,9,false,true,false
1280.0,5.0,100,1530.0,1530.0,250.0,745.0,495.0,96,9,4,true,false,false
1280.0,5.0,100,1530.0,1525.0,245.0,1120.0,875.0,101,7,6,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,565.0,315.0,90,7,3,true,false,false
1280.0,5.0,100,1530.0,385.0,-895.0,910.0,1805.0,101,7,8,false,false,false
1280.0,5.0,100,1530.0,1525.0,245.0,1480.0,1235.0,102,9,7,false,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1005.0,755.0,99,6,6,true,false,false
1280.0,5.0,100,1530.0,1530.0,250.0,1030.0,780.0,94,5,6,true,false,false
1280.0,5.0,100,1530.0,1520.0,240.0,1235.0,995.0,101,8,6,false,false,false
1280.0,5.0,200,1780.0,1780.0,500.0,1265.0,765.0,187,6,4,true,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,2630.0,2130.0,198,7,7,true,false,true
1280.0,5.0,200,1780.0,1750.0,470.0,3230.0,2760.0,201,5,7,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,2315.0,1815.0,196,8,7,true,false,true
1280.0,5.0,200,1780.0,1745.0,465.0,2555.0,2090.0,203,6,7,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1750.0,1250.0,193,6,6,true,false,true
1280.0,5.0,200,1780.0,1760.0,480.0,1900.0,1420.0,201,7,6,false,false,true
1280.0,5.0,200,1780.0,1765.0,485.0,3185.0,2700.0,202,10,7,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1940.0,1440.0,196,6,7,true,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1280.0,780.0,180,7,5,true,false,true
1280.0,5.0,200,1780.0,970.0,-310.0,2020.0,2330.0,202,9,8,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1660.0,1160.0,187,9,6,true,false,true
1280.0,5.0,200,1780.0,1775.0,495.0,1920.0,1425.0,201,6,6,false,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,5.0,1285.0,9,1,9,false,true,true
1280.0,5.0,200,1780.0,0.0,-1280.0,125.0,1405.0,21,1,9,false,true,true
1280.0,5.0,200,1780.0,685.0,-595.0,2415.0,3010.0,203,5,8,false,false,true
1280.0,5.0,200,1780.0,575.0,-705.0,2810.0,3515.0,202,6,8,false,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1445.0,2725.0,121,5,8,false,true,true
1280.0,5.0,200,1780.0,0.0,-1280.0,210.0,1490.0,34,5,9,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,2080.0,1580.0,202,7,6,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,805.0,2085.0,99,7,9,false,true,true
1280.0,5.0,200,1780.0,1740.0,460.0,2540.0,2080.0,201,6,7,false,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1150.0,2430.0,100,3,9,false,true,true
1280.0,5.0,200,1780.0,295.0,-985.0,1750.0,2735.0,202,7,8,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1315.0,815.0,182,10,5,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1160.0,2440.0,132,11,9,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,1380.0,880.0,184,9,5,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,305.0,1585.0,50,3,8,false,true,true
1280.0,5.0,200,1780.0,495.0,-785.0,1815.0,2600.0,202,6,8,false,false,true
1280.0,5.0,200,1780.0,1775.0,495.0,1570.0,1075.0,201,5,5,false,false,true
1280.0,5.0,200,1780.0,1730.0,450.0,3680.0,3230.0,204,5,7,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1675.0,1175.0,171,8,6,true,false,true
1280.0,5.0,200,1780.0,280.0,-1000.0,2115.0,3115.0,203,5,8,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,2275.0,1775.0,204,8,6,true,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1955.0,1455.0,200,9,6,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,5.0,1285.0,9,1,9,false,true,true
1280.0,5.0,200,1780.0,1755.0,475.0,2005.0,1530.0,205,8,6,false,false,true
1280.0,5.0,200,1780.0,1770.0,490.0,2400.0,1910.0,201,6,6,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,2750.0,2250.0,203,6,7,true,false,true
1280.0,5.0,200,1780.0,840.0,-440.0,2170.0,2610.0,201,9,8,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1880.0,1380.0,181,10,7,true,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1850.0,1350.0,195,9,6,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,485.0,1765.0,73,5,9,false,true,true
1280.0,5.0,200,1780.0,1755.0,475.0,1975.0,1500.0,201,7,5,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1805.0,1305.0,184,7,6,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1880.0,3160.0,204,6,9,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,1980.0,1480.0,203,9,5,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1810.0,3090.0,149,5,8,false,true,true
1280.0,5.0,200,1780.0,0.0,-1280.0,570.0,1850.0,83,5,8,false,true,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1210.0,2490.0,104,9,9,false,true,true
1280.0,5.0,200,1780.0,1775.0,495.0,2370.0,1875.0,201,6,7,false,false,true
1280.0,5.0,200,1780.0,1755.0,475.0,3395.0,2920.0,203,5,7,false,false,true
1280.0,5.0,200,1780.0,1770.0,490.0,2540.0,2050.0,206,7,6,false,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,80.0,1360.0,13,1,9,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,2395.0,1895.0,182,7,7,true,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1645.0,1145.0,189,6,6,true,false,true
1280.0,5.0,200,1780.0,1725.0,445.0,2085.0,1640.0,202,4,6,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,2080.0,1580.0,201,8,6,true,false,true
1280.0,5.0,200,1780.0,1735.0,455.0,2165.0,1710.0,201,4,6,false,false,true
1280.0,5.0,200,1780.0,1765.0,485.0,2285.0,1800.0,201,7,6,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1545.0,1045.0,195,5,5,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1920.0,3200.0,173,6,9,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,1555.0,1055.0,191,5,5,true,false,true
1280.0,5.0,200,1780.0,770.0,-510.0,2205.0,2715.0,202,7,8,false,false,true
1280.0,5.0,200,1780.0,1740.0,460.0,3270.0,2810.0,202,6,7,false,false,true
1280.0,5.0,200,1780.0,740.0,-540.0,2475.0,3015.0,203,8,8,false,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1230.0,2510.0,107,6,9,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,2090.0,1590.0,198,10,6,true,false,true
1280.0,5.0,200,1780.0,1750.0,470.0,2515.0,2045.0,201,5,7,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,2025.0,1525.0,190,6,6,true,false,true
1280.0,5.0,200,1780.0,680.0,-600.0,3090.0,3690.0,201,5,8,false,false,true
1280.0,5.0,200,1780.0,1780.0,500.0,1685.0,1185.0,191,9,5,true,false,true
1280.0,5.0,200,1780.0,0.0,-1280.0,635.0,1915.0,111,5,9,false,true,true
1280.0,5.0,200,1780.0,0.0,-1280.0,1470.0,2750.0,144,5,8,false,true,true
1280.0,5.0,200,1780.0,1780.0,500.0,2055.0,1555.0,181,9,7,true,false,true
1280.0,5.0,200,1780.0,1775.0,495.0,1940.0,1445.0,204,5,6,false,false,true
